PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_NAME;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDQUESTIONID;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDPRACTICEID;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_ASSESSMENTMETHOD;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGUIDANCEURL;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC01-BP06;Establish secure baselines and templates for security mechanisms that are tested and validated as part of your build, pipelines, and processes. Use tools and automation to test and validate all security controls continuously. For example, scan items such as machine images and infrastructure-as-code templates for security vulnerabilities, irregularities, and drift from an established baseline at each stage. AWS CloudFormation Guard can help you verify that CloudFormation templates are safe, save you time, and reduce the risk of configuration error.Reducing the number of security misconfigurations introduced into a production environment is critical—the more quality control and reduction of defects you can perform in the build process, the better. Design continuous integration and continuous deployment (CI/CD) pipelines to test for security issues whenever possible. CI/CD pipelines offer the opportunity to enhance security at each stage of build and delivery. CI/CD security tooling must also be kept updated to mitigate evolving threats.Track changes to your workload configuration to help with compliance auditing, change management, and investigations that may apply to you. You can use AWS Config to record and evaluate your AWS and third-party resources. It allows you to continuously audit and assess the overall compliance with rules and conformance packs, which are collections of rules with remediation actions.Change tracking should include planned changes, which are part of your organization's change control process (sometimes referred to as MACD—Move, Add, Change, Delete), unplanned changes, and unexpected changes, such as incidents. Changes might occur on the infrastructure, but they might also be related to other categories, such as changes in code repositories, machine images and application inventory changes, process and policy changes, or documentation changes.;SEC01-BP06 Automate testing and validation of security controls in pipelines;securely-operate;sec_securely_operate_test_validate_pipeline;Security foundations;Operating your workloads securely;Medium;Automated;Establish secure baselines and templates for security mechanisms that are tested and validated as part of your build, pipelines, and processes. Use tools and automation to test and validate all security controls continuously. For example, scan items such as machine images and infrastructure-as-code templates for security vulnerabilities, irregularities, and drift from an established baseline at each stage. AWS CloudFormation Guard can help you verify that CloudFormation templates are safe, save you time, and reduce the risk of configuration error.Reducing the number of security misconfigurations introduced into a production environment is critical—the more quality control and reduction of defects you can perform in the build process, the better. Design continuous integration and continuous deployment (CI/CD) pipelines to test for security issues whenever possible. CI/CD pipelines offer the opportunity to enhance security at each stage of build and delivery. CI/CD security tooling must also be kept updated to mitigate evolving threats.Track changes to your workload configuration to help with compliance auditing, change management, and investigations that may apply to you. You can use AWS Config to record and evaluate your AWS and third-party resources. It allows you to continuously audit and assess the overall compliance with rules and conformance packs, which are collections of rules with remediation actions.Change tracking should include planned changes, which are part of your organization's change control process (sometimes referred to as MACD—Move, Add, Change, Delete), unplanned changes, and unexpected changes, such as incidents. Changes might occur on the infrastructure, but they might also be related to other categories, such as changes in code repositories, machine images and application inventory changes, process and policy changes, or documentation changes.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_test_validate_pipeline.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d is managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_managed_by_ssm;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP04;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;SEC06-BP04 Automate compute protection;protect-compute;sec_protect_compute_auto_protection;Infrastructure protection;Protecting compute;Medium;Automated;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_auto_protection.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d is managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_managed_by_ssm;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP05;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;SEC06-BP05 Enable people to perform actions at a distance;protect-compute;sec_protect_compute_actions_distance;Infrastructure protection;Protecting compute;Low;Automated;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_actions_distance.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d is managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_managed_by_ssm;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC01-BP06;Establish secure baselines and templates for security mechanisms that are tested and validated as part of your build, pipelines, and processes. Use tools and automation to test and validate all security controls continuously. For example, scan items such as machine images and infrastructure-as-code templates for security vulnerabilities, irregularities, and drift from an established baseline at each stage. AWS CloudFormation Guard can help you verify that CloudFormation templates are safe, save you time, and reduce the risk of configuration error.Reducing the number of security misconfigurations introduced into a production environment is critical—the more quality control and reduction of defects you can perform in the build process, the better. Design continuous integration and continuous deployment (CI/CD) pipelines to test for security issues whenever possible. CI/CD pipelines offer the opportunity to enhance security at each stage of build and delivery. CI/CD security tooling must also be kept updated to mitigate evolving threats.Track changes to your workload configuration to help with compliance auditing, change management, and investigations that may apply to you. You can use AWS Config to record and evaluate your AWS and third-party resources. It allows you to continuously audit and assess the overall compliance with rules and conformance packs, which are collections of rules with remediation actions.Change tracking should include planned changes, which are part of your organization's change control process (sometimes referred to as MACD—Move, Add, Change, Delete), unplanned changes, and unexpected changes, such as incidents. Changes might occur on the infrastructure, but they might also be related to other categories, such as changes in code repositories, machine images and application inventory changes, process and policy changes, or documentation changes.;SEC01-BP06 Automate testing and validation of security controls in pipelines;securely-operate;sec_securely_operate_test_validate_pipeline;Security foundations;Operating your workloads securely;Medium;Automated;Establish secure baselines and templates for security mechanisms that are tested and validated as part of your build, pipelines, and processes. Use tools and automation to test and validate all security controls continuously. For example, scan items such as machine images and infrastructure-as-code templates for security vulnerabilities, irregularities, and drift from an established baseline at each stage. AWS CloudFormation Guard can help you verify that CloudFormation templates are safe, save you time, and reduce the risk of configuration error.Reducing the number of security misconfigurations introduced into a production environment is critical—the more quality control and reduction of defects you can perform in the build process, the better. Design continuous integration and continuous deployment (CI/CD) pipelines to test for security issues whenever possible. CI/CD pipelines offer the opportunity to enhance security at each stage of build and delivery. CI/CD security tooling must also be kept updated to mitigate evolving threats.Track changes to your workload configuration to help with compliance auditing, change management, and investigations that may apply to you. You can use AWS Config to record and evaluate your AWS and third-party resources. It allows you to continuously audit and assess the overall compliance with rules and conformance packs, which are collections of rules with remediation actions.Change tracking should include planned changes, which are part of your organization's change control process (sometimes referred to as MACD—Move, Add, Change, Delete), unplanned changes, and unexpected changes, such as incidents. Changes might occur on the infrastructure, but they might also be related to other categories, such as changes in code repositories, machine images and application inventory changes, process and policy changes, or documentation changes.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_test_validate_pipeline.html#implementation-guidance.;FAIL;EC2 Instance i-00eee3ea558971b12 is not managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_managed_by_ssm;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP04;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;SEC06-BP04 Automate compute protection;protect-compute;sec_protect_compute_auto_protection;Infrastructure protection;Protecting compute;Medium;Automated;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_auto_protection.html#implementation-guidance.;FAIL;EC2 Instance i-00eee3ea558971b12 is not managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_managed_by_ssm;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP05;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;SEC06-BP05 Enable people to perform actions at a distance;protect-compute;sec_protect_compute_actions_distance;Infrastructure protection;Protecting compute;Low;Automated;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_actions_distance.html#implementation-guidance.;FAIL;EC2 Instance i-00eee3ea558971b12 is not managed by Systems Manager.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_managed_by_ssm;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP01;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;SEC03-BP01 Define access requirements;permissions;sec_permissions_define;Identity and access management;Permissions management;High;Automated;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html#implementation-guidance.;PASS;EC2 Instance i-07bceee289ca15f66 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-07bceee289ca15f66;ec2_instance_profile_attached;False;i-07bceee289ca15f66;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP02;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;SEC03-BP02 Grant least privilege access;permissions;sec_permissions_least_privileges;Identity and access management;Permissions management;High;Automated;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html#implementation-guidance.;PASS;EC2 Instance i-07bceee289ca15f66 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-07bceee289ca15f66;ec2_instance_profile_attached;False;i-07bceee289ca15f66;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP04;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;SEC06-BP04 Automate compute protection;protect-compute;sec_protect_compute_auto_protection;Infrastructure protection;Protecting compute;Medium;Automated;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_auto_protection.html#implementation-guidance.;PASS;EC2 Instance i-07bceee289ca15f66 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-07bceee289ca15f66;ec2_instance_profile_attached;False;i-07bceee289ca15f66;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP05;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;SEC06-BP05 Enable people to perform actions at a distance;protect-compute;sec_protect_compute_actions_distance;Infrastructure protection;Protecting compute;Low;Automated;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_actions_distance.html#implementation-guidance.;PASS;EC2 Instance i-07bceee289ca15f66 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-07bceee289ca15f66;ec2_instance_profile_attached;False;i-07bceee289ca15f66;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP01;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;SEC03-BP01 Define access requirements;permissions;sec_permissions_define;Identity and access management;Permissions management;High;Automated;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_profile_attached;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP02;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;SEC03-BP02 Grant least privilege access;permissions;sec_permissions_least_privileges;Identity and access management;Permissions management;High;Automated;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_profile_attached;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP04;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;SEC06-BP04 Automate compute protection;protect-compute;sec_protect_compute_auto_protection;Infrastructure protection;Protecting compute;Medium;Automated;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_auto_protection.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_profile_attached;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP05;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;SEC06-BP05 Enable people to perform actions at a distance;protect-compute;sec_protect_compute_actions_distance;Infrastructure protection;Protecting compute;Low;Automated;Removing the ability for interactive access reduces the risk of human error, and the potential for manual configuration or management. For example, use a change management workflow to deploy Amazon Elastic Compute Cloud (Amazon EC2) instances using infrastructure-as-code, then manage Amazon EC2 instances using tools such as AWS Systems Manager instead of allowing direct access or through a bastion host. AWS Systems Manager can automate a variety of maintenance and deployment tasks, using features including automation workflows, documents (playbooks), and the run command. AWS CloudFormation stacks build from pipelines and can automate your infrastructure deployment and management tasks without using the AWS Management Console or APIs directly.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_actions_distance.html#implementation-guidance.;PASS;EC2 Instance i-02cd85c618c8ca45d associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-02cd85c618c8ca45d;ec2_instance_profile_attached;False;i-02cd85c618c8ca45d;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP01;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;SEC03-BP01 Define access requirements;permissions;sec_permissions_define;Identity and access management;Permissions management;High;Automated;Each component or resource of your workload needs to be accessed by administrators, end users, or other components. Have a clear definition of who or what should have access to each component, choose the appropriate identity type and method of authentication and authorization.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html#implementation-guidance.;PASS;EC2 Instance i-00eee3ea558971b12 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_profile_attached;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC03-BP02;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;SEC03-BP02 Grant least privilege access;permissions;sec_permissions_least_privileges;Identity and access management;Permissions management;High;Automated;Grant only the access that identities require by allowing access to specific actions on specific AWS resources under specific conditions. Rely on groups and identity attributes to dynamically set permissions at scale, rather than defining permissions for individual users. For example, you can allow a group of developers access to manage only resources for their project. This way, when a developer is removed from the group, access for the developer is revoked everywhere that group was used for access control, without requiring any changes to the access policies.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html#implementation-guidance.;PASS;EC2 Instance i-00eee3ea558971b12 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_profile_attached;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;481665130730;ap-northeast-2;2026-05-18 12:36:20.224133;SEC06-BP04;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;SEC06-BP04 Automate compute protection;protect-compute;sec_protect_compute_auto_protection;Infrastructure protection;Protecting compute;Medium;Automated;Automate your protective compute mechanisms including vulnerability management, reduction in attack surface, and management of resources. The automation will help you invest time in securing other aspects of your workload, and reduce the risk of human error.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_protect_compute_auto_protection.html#implementation-guidance.;PASS;EC2 Instance i-00eee3ea558971b12 associated with Instance Profile Role arn:aws:iam::481665130730:instance-profile/acme-prod-ec2-ssm-profile.;arn:aws:ec2:ap-northeast-2:481665130730:instance/i-00eee3ea558971b12;ec2_instance_profile_attached;False;i-00eee3ea558971b12;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
